name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
Great Sagar Restaurant,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=1,4.3,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"Chinese, Mughlai, Seafood, Kebab, Biryani, North Indian, Desserts, Beverages",Medium,1638,Dessert,2792,Yes,No,600.0,No,Yes
The Palms Hotel And  Restaurant,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=1,3.8,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, Chinese, Biryani, Street Food, Seafood, Mughlai, Kebab",Medium,149,Casual Dining,289,Yes,Yes,500.0,No,Yes
Riwazz@The Fern Residency Aurangabad,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=1,4.6,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, Chinese, Continental, Mughlai, Italian, Biryani, Beverages, Desserts",High,1280,Dessert,2488,Yes,No,1800.0,Yes,Yes
Uttam Mithai Bhandar,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=1,4.8,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"Mithai, Street Food, South Indian",Low,3190,Fast Food,3693,No,No,250.0,No,No
Barbeque Nation,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.7,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, BBQ, Kebab, Biryani",High,428,Fine Dining,682,No,No,1600.0,No,No
Green Leaf,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.8,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, Chinese, Beverages, Juices, Desserts, Sichuan",Medium,737,Dessert,1006,Yes,No,750.0,Yes,Yes
Uptown 501,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,3.9,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,,Medium,431,Casual Dining,542,Yes,Yes,1000.0,Yes,Yes
Starbucks Coffee,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.5,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,,Low,1630,Casual Dining,1909,Yes,No,300.0,Yes,Yes
Shahi Bhoj Restaurant,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.3,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,Maharashtrian,Medium,1202,Casual Dining,2511,Yes,Yes,400.0,Yes,Yes
Great Sagar Restaurant,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.3,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"Chinese, Mughlai, Seafood, Kebab, Biryani, North Indian, Desserts, Beverages",Medium,1187,Dessert,2740,Yes,No,600.0,Yes,Yes
The Palms Hotel And  Restaurant,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,3.8,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, Chinese, Biryani, Street Food, Seafood, Mughlai, Kebab",Medium,542,Casual Dining,830,Yes,No,500.0,No,Yes
Riwazz@The Fern Residency Aurangabad,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.6,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"North Indian, Chinese, Continental, Mughlai, Italian, Biryani, Beverages, Desserts",High,840,Dessert,958,Yes,No,1800.0,Yes,Yes
Uttam Mithai Bhandar,https://www.zomato.com/aurangabad/shahgunj-restaurants?page=2,4.8,"Shahgunj, Aurangabad",Aurangabad,Shahgunj,"Mithai, Street Food, South Indian",Low,669,Fast Food,1085,Yes,No,250.0,Yes,Yes
Barbeque Nation,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.7,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, BBQ, Kebab, Biryani",High,1243,Fine Dining,1811,No,No,1600.0,No,No
Green Leaf,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.8,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Beverages, Juices, Desserts, Sichuan",Medium,1517,Dessert,2264,No,No,750.0,No,No
Uptown 501,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,3.9,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,,Medium,631,Casual Dining,1902,No,Yes,1000.0,No,No
Starbucks Coffee,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.5,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,,Low,901,Casual Dining,1909,Yes,Yes,300.0,Yes,Yes
Shahi Bhoj Restaurant,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,Maharashtrian,Medium,1577,Casual Dining,1931,No,No,400.0,No,No
Great Sagar Restaurant,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"Chinese, Mughlai, Seafood, Kebab, Biryani, North Indian, Desserts, Beverages",Medium,782,Dessert,2102,No,Yes,600.0,No,No
Riwazz@The Fern Residency Aurangabad,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.6,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Continental, Mughlai, Italian, Biryani, Beverages, Desserts",High,869,Dessert,1993,Yes,No,1800.0,Yes,Yes
Uttam Mithai Bhandar,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.8,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"Mithai, Street Food, South Indian",Low,427,Fast Food,670,No,No,250.0,No,No
Indiana Red Velvet,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=1,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Continental, Fast Food, Desserts, Beverages, Pizza, Pasta",Medium,2069,Dessert,2817,Yes,No,800.0,Yes,Yes
Barbeque Nation,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.7,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, BBQ, Kebab, Biryani",High,1932,Fine Dining,2208,No,Yes,1600.0,No,No
Green Leaf,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.8,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Beverages, Juices, Desserts, Sichuan",Medium,1038,Dessert,1310,Yes,Yes,750.0,Yes,Yes
Uptown 501,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,3.9,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,,Medium,1158,Casual Dining,1726,No,Yes,1000.0,No,No
Starbucks Coffee,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.5,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,,Low,1073,Casual Dining,1933,No,No,300.0,No,No
Shahi Bhoj Restaurant,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,Maharashtrian,Medium,1844,Casual Dining,3301,Yes,No,400.0,Yes,Yes
Great Sagar Restaurant,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"Chinese, Mughlai, Seafood, Kebab, Biryani, North Indian, Desserts, Beverages",Medium,876,Dessert,1591,No,No,600.0,No,No
Riwazz@The Fern Residency Aurangabad,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.6,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Continental, Mughlai, Italian, Biryani, Beverages, Desserts",High,2346,Dessert,3304,Yes,Yes,1800.0,No,Yes
Uttam Mithai Bhandar,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.8,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"Mithai, Street Food, South Indian",Low,2968,Fast Food,3742,No,No,250.0,No,No
Indiana Red Velvet,https://www.zomato.com/aurangabad/usmanpura-restaurants?page=2,4.3,"Usmanpura, Aurangabad",Aurangabad,Usmanpura,"North Indian, Chinese, Continental, Fast Food, Desserts, Beverages, Pizza, Pasta",Medium,469,Dessert,1530,No,Yes,800.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.9,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,202,Cafe,493,No,Yes,2200.0,No,No
Saami,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.3,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,374,Dessert,495,No,Yes,1000.0,No,No
Raasta,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,2195,Fine Dining,2930,Yes,Yes,1400.0,No,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.6,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Asian",High,780,Fine Dining,1448,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,2090,Fine Dining,3515,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.5,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Tibetan, Nepalese",High,374,Fine Dining,821,Yes,Yes,1500.0,Yes,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.7,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,411,Dessert,608,Yes,No,1700.0,No,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.2,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,903,Fine Dining,1274,No,Yes,2100.0,No,No
Local Dhaba & Terrace,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=1,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Chinese, Street Food",Medium,938,Casual Dining,1393,Yes,Yes,800.0,Yes,Yes
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.9,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,884,Cafe,2442,No,No,2200.0,No,No
Saami,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.3,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,1864,Dessert,2242,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,3656,Fine Dining,4785,No,Yes,1400.0,No,No
Punjab Grill,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.6,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"North Indian, Asian",High,356,Fine Dining,848,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,1009,Fine Dining,1372,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.5,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Tibetan, Nepalese",High,388,Fine Dining,739,No,Yes,1500.0,No,No
Moody Blues,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.7,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1057,Dessert,2902,No,No,1700.0,No,No
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.2,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1254,Fine Dining,2296,No,Yes,2100.0,No,No
Local Dhaba & Terrace,https://www.zomato.com/bhubaneswar/sahid-nagar-restaurants?page=2,4.4,"Sahid Nagar, Bhubaneswar",Bhubaneswar,Sahid Nagar,"Chinese, Street Food",Medium,814,Casual Dining,1927,Yes,No,800.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,733,Dessert,2052,No,No,1000.0,No,No
Romeo Lane,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Continental, European",High,1408,Fine Dining,3483,Yes,Yes,1500.0,Yes,Yes
Kegs And Barrels Brewing Co.,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.9,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"Fast Food, Asian, Chinese, North Indian, Biryani, Desserts, Beverages",High,2088,Dessert,2516,No,No,2200.0,No,No
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.4,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,575,Dessert,1258,Yes,Yes,2000.0,Yes,Yes
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.8,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,,High,526,Casual Dining,613,Yes,Yes,1200.0,Yes,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.6,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,543,Casual Dining,1151,Yes,No,800.0,Yes,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.7,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,236,Dessert,739,Yes,No,1700.0,No,Yes
Volt Club & Sky Lounge,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Mughlai, Biryani, Seafood, Chinese, Continental, Desserts",Medium,125,Dessert,159,Yes,No,1000.0,Yes,Yes
Arabikaas Arabian Restaurant,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=1,4.4,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,Biryani,Medium,1683,Casual Dining,2991,Yes,Yes,1000.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,483,Dessert,1133,Yes,No,1000.0,Yes,Yes
Romeo Lane,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Continental, European",High,2440,Fine Dining,3875,Yes,No,1500.0,Yes,Yes
Kegs And Barrels Brewing Co.,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.9,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"Fast Food, Asian, Chinese, North Indian, Biryani, Desserts, Beverages",High,1821,Dessert,2232,Yes,No,2200.0,No,Yes
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.4,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,1244,Dessert,1588,Yes,No,2000.0,Yes,Yes
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.8,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,,High,1850,Casual Dining,2664,Yes,Yes,1200.0,No,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.6,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,1085,Casual Dining,3353,Yes,No,800.0,No,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.7,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1594,Dessert,2688,Yes,No,1700.0,No,Yes
Volt Club & Sky Lounge,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.3,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,"North Indian, Mughlai, Biryani, Seafood, Chinese, Continental, Desserts",Medium,363,Dessert,737,Yes,No,1000.0,Yes,Yes
Arabikaas Arabian Restaurant,https://www.zomato.com/bhubaneswar/chandrasekharpur-restaurants?page=2,4.4,"Chandrasekharpur, Bhubaneswar",Bhubaneswar,Chandrasekharpur,Biryani,Medium,230,Casual Dining,456,No,Yes,1000.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.9,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,424,Cafe,675,No,No,2200.0,No,No
Saami,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.3,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,280,Dessert,370,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.4,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,2499,Fine Dining,3084,Yes,Yes,1400.0,No,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.6,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Asian",High,1058,Fine Dining,1208,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.4,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,464,Fine Dining,1370,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.5,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Tibetan, Nepalese",High,1378,Fine Dining,1738,Yes,Yes,1500.0,Yes,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.2,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,2661,Fine Dining,3013,No,Yes,2100.0,No,No
Taste of China,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.3,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Chinese, Seafood, Thai, Sichuan, North Indian",Medium,1188,Casual Dining,1709,Yes,Yes,700.0,Yes,Yes
Asian Delicacy,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=1,4.8,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Thai, Chinese, Asian, Salad, Beverages",Medium,1162,Casual Dining,1453,Yes,No,1100.0,Yes,Yes
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.9,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,433,Cafe,958,Yes,No,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.3,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,943,Dessert,1081,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.4,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,298,Fine Dining,814,Yes,Yes,1400.0,No,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.6,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"North Indian, Asian",High,301,Fine Dining,896,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.4,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,197,Fine Dining,227,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.5,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Tibetan, Nepalese",High,560,Fine Dining,1484,Yes,Yes,1500.0,No,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.2,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1751,Fine Dining,2234,No,Yes,2100.0,No,No
Taste of China,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.3,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Chinese, Seafood, Thai, Sichuan, North Indian",Medium,598,Casual Dining,1512,No,Yes,700.0,No,No
Asian Delicacy,https://www.zomato.com/bhubaneswar/lakshmi-sagar-restaurants?page=2,4.8,"Lakshmi Sagar, Bhubaneswar",Bhubaneswar,Lakshmi Sagar,"Thai, Chinese, Asian, Salad, Beverages",Medium,882,Casual Dining,1260,Yes,Yes,1100.0,Yes,Yes
Birch,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.2,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Italian, Continental, Asian, Chinese, Salad, Sushi, Desserts",High,949,Dessert,1857,Yes,No,3500.0,No,Yes
Romeo Lane,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.3,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Continental, European",High,631,Fine Dining,968,No,Yes,1500.0,No,No
Kegs And Barrels Brewing Co.,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.9,"Patia, Bhubaneswar",Bhubaneswar,Patia,"Fast Food, Asian, Chinese, North Indian, Biryani, Desserts, Beverages",High,1736,Dessert,2191,Yes,No,2200.0,Yes,Yes
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.4,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,437,Dessert,1435,Yes,No,2000.0,Yes,Yes
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.8,"Patia, Bhubaneswar",Bhubaneswar,Patia,,High,1965,Casual Dining,4021,Yes,No,1200.0,No,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.6,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,1037,Casual Dining,1669,Yes,Yes,800.0,Yes,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.7,"Patia, Bhubaneswar",Bhubaneswar,Patia,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1363,Dessert,2142,Yes,Yes,1700.0,Yes,Yes
Volt Club & Sky Lounge,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.3,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Mughlai, Biryani, Seafood, Chinese, Continental, Desserts",Medium,814,Dessert,1155,Yes,Yes,1000.0,Yes,Yes
Arabikaas Arabian Restaurant,https://www.zomato.com/bhubaneswar/patia-restaurants?page=1,4.4,"Patia, Bhubaneswar",Bhubaneswar,Patia,Biryani,Medium,159,Casual Dining,405,Yes,No,1000.0,Yes,Yes
Birch,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.2,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Italian, Continental, Asian, Chinese, Salad, Sushi, Desserts",High,879,Dessert,2161,Yes,No,3500.0,Yes,Yes
Romeo Lane,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.3,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Continental, European",High,1059,Fine Dining,2678,No,Yes,1500.0,No,No
Kegs And Barrels Brewing Co.,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.9,"Patia, Bhubaneswar",Bhubaneswar,Patia,"Fast Food, Asian, Chinese, North Indian, Biryani, Desserts, Beverages",High,772,Dessert,1500,Yes,No,2200.0,Yes,Yes
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.4,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,1783,Dessert,2764,No,Yes,2000.0,No,No
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.8,"Patia, Bhubaneswar",Bhubaneswar,Patia,,High,2745,Casual Dining,3685,Yes,Yes,1200.0,Yes,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.6,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,329,Casual Dining,422,Yes,Yes,800.0,No,Yes
